fName,date,name,title,nWordsReport,nWordsCalc,distinctWords
Indobit-A-NYT1982_1001-1500-475.txt,"december 1, 1982",U.S. Farmer Who Underwent 2 Lung Transplants Dies at 31,U.S. Farmer Who Underwent 2 Lung Transplants Dies at 31,157,161,107
Indobit-A-NYT1981 - April 1 - June 30-75.txt,"april 14, 1981",,,115,145,88
Indobit-A-NYT1987 - July 1 - Aug 31-100.txt,"july 21, 1987",Giles Wanamaker Dies at 79,Giles Wanamaker Dies at 79; Headed Hertz Corporation,246,295,140
Indobit-A-NYT1981 - Oct 1 - Dec 31-175.txt,"november 3, 1981",Alexander Kevitz Dead at 79,Alexander Kevitz Dead at 79; Played for U.S. Chess Team,147,154,91
Indobit-A-NYT1984_1001-1500-7.txt,"august 26, 1984","Correction Appended TRUMAN CAPOTE IS DEAD AT 59","Correction Appended TRUMAN CAPOTE IS DEAD AT 59; NOVELIST OF STYLE AND CLARITY",2279,2640,1065
Indobit-A-NYT1984_1001-1500-114.txt,"september 22, 1984",CARL J. FRIEDRICH DIES AT 83,CARL J. FRIEDRICH DIES AT 83; INFLUENTIAL HARVARD PROFESSOR,656,734,371
Indobit-A-NYT1980_501-904-7.txt,"october 13, 1980",MAXWELL M. GEFFEN IS DEAD AT 84,MAXWELL M. GEFFEN IS DEAD AT 84; PUBLISHER OF SPECIALTY MAGAZINES,410,456,260
Indobit-A-NYT1985 - Oct 1 - Dec 31-129.txt,"october 30, 1985",JOHN DAVIS LODGE IS DEAD AT 82,"JOHN DAVIS LODGE IS DEAD AT 82; A POLITICIAN, DIPLOMAT AND ACTOR",503,598,283
Indobit-A-NYT1983 - Jan 1 - March 31-95.txt,"january 16, 1983",Dr. Bailey W. Diffie Dead at 80,Dr. Bailey W. Diffie Dead at 80; Taught History at City College,118,137,77
Indobit-A-NYT1984_1001-1500-176.txt,"october 10, 1984",LEW CHRISTENSEN DIES AT 75,LEW CHRISTENSEN DIES AT 75; LEAD DANCER FOR BALANCHINE,581,632,266
Indobit-A-NYT1983 - Oct 1 - Dec 31-99.txt,"october 19, 1983",BARBARA KARINSKA DIES AT 97,BARBARA KARINSKA DIES AT 97; CITY BALLET COSTUME DESIGNER,474,528,251
Indobit-A-NYT1983 - July 1 - Sep 30-286.txt,"september 5, 1983",Saul S. Streit Is Dead at 86,Saul S. Streit Is Dead at 86; Ex-Judge and Assemblyman,164,201,98
Indobit-A-NYT1985 - Oct 1 - Dec 31-275.txt,"december 3, 1985",Irving Jacoby Is Dead at 76,Irving Jacoby Is Dead at 76; Producer of Documentaries,182,212,115
Indobit-A-NYT1986_501-1000-139.txt,"september 26, 1986",Robert Gordy Is Dead at 52,Robert Gordy Is Dead at 52; Artist With a Whimsical Style,139,158,99
Indobit-A-NYT1986_501-1000-105.txt,"september 17, 1986",John W. Riely Is Dead at 69,John W. Riely Is Dead at 69; Headed Richmond Law Firm,184,215,119
Indobit-A-NYT1984_501-1000-493.txt,"august 22, 1984",NINA KHRUSHCHEV IS DEAD AT 84,NINA KHRUSHCHEV IS DEAD AT 84; WIDPW OF FORMER SOVIET LEADER,745,823,420
Indobit-A-NYT1985 - July 1 - Sep 30-320.txt,"september 3, 1985",PHILLY JOE JONES DIES AT 62,PHILLY JOE JONES DIES AT 62; TOP MODERN JAZZ DRUMMER,378,429,229
Indobit-A-NYT1987 - Jan 1 - March 31-71.txt,"january 16, 1987",CHARLOTTE FRIEND DIES AT 65,CHARLOTTE FRIEND DIES AT 65; RESEARCHED CANER VIRUSES,477,504,255
Indobit-A-NYT1983 - Jan 1 - March 31-195.txt,"february 3, 1983",,,107,116,69
Indobit-A-NYT1986_1-500-406.txt,"april 7, 1986",Lookout Masuku Dies at 46,Lookout Masuku Dies at 46; Commanded Nkomo Forces,175,192,123
Indobit-A-NYT1984_1001-1500-146.txt,"october 1, 1984",AlexanderJ.Allen,"AlexanderJ.Allen,68;Headed Urban League",213,235,135
Indobit-A-NYT1984_1-500-410.txt,"april 3, 1984",Hollis Frampton Dead at 48,"Hollis Frampton Dead at 48;Film Maker, Photographer",113,134,89
Indobit-A-NYT1983 - Oct 1 - Dec 31-325.txt,"december 9, 1983",James Kemp Is Dead at 71,James Kemp Is Dead at 71; Held N.A.A.C.P. Presidency,102,120,75
Indobit-A-NYT1981 - July 1 - Sep 30-162.txt,"august 4, 1981",HARRISON STEEVES DIES AT 100,HARRISON STEEVES DIES AT 100; TAUGHT ENGLISH AT COLUMBIA,333,360,186
Indobit-A-NYT1984_1-500-130.txt,"january 29, 1984",WarrenL.SchnurDies,WarrenL.SchnurDies; L,209,238,136
Indobit-A-NYT1986_1501-1568-6.txt,"december 20, 1986",NATION,"NATION'S 'LONELIEST WOMAN,' DOROTHY MOLTER, IS DEAD AT 79",361,432,222
Indobit-A-NYT1985 - Oct 1 - Dec 31-30.txt,"october 7, 1985",NELSON RIDDLE IS DEAD AT 64,NELSON RIDDLE IS DEAD AT 64; COMPOSER-ARRANGER FOR STARS,519,633,309
Indobit-A-NYT1981 - Jan 1 - March 31-148.txt,"january 30, 1981",,,274,311,163
Indobit-A-NYT1981 - Jan 1 - March 31-272.txt,"february 26, 1981",J. McCall Hughes Is Dead at 73,J. McCall Hughes Is Dead at 73; Former President of Mutual Life,150,157,98
Indobit-A-NYT1982_1-500-375.txt,"march 24, 1982",DR. BEN F. FEINGOLD DIES AT 81,DR. BEN F. FEINGOLD DIES AT 81; STUDIED DIET IN HYPERACTIVITY,723,726,378
Indobit-A-NYT1985 - Oct 1 - Dec 31-323.txt,"december 11, 1985",Bill Wambsganss Dies at 91,Bill Wambsganss Dies at 91; Made a Triple Play in Series,139,164,111
Indobit-A-NYT1982_1-500-95.txt,"january 19, 1982",VARLAM SHALAMOV IS DEAD AT 74,VARLAM SHALAMOV IS DEAD AT 74; PORTRAYED STALIN'S PRISON CAMPS,461,506,268
Indobit-A-NYT1985 - April 1 - June 30-328.txt,"june 24, 1985",John Cone Dies at 77,John Cone Dies at 77; Ex-Justice in New York,181,210,112
Indobit-A-NYT1985 - Oct 1 - Dec 31-345.txt,"december 16, 1985",Gen. Istvan Olah Dies at 59,Gen. Istvan Olah Dies at 59; Hungary's Defense Minister,126,146,86
Indobit-A-NYT1987 - April 1 - June 30-62.txt,"april 14, 1987",Franklin Bandy Dies at 72,Franklin Bandy Dies at 72; Writer Won Mystery Award,195,230,128
Indobit-A-NYT1986_501-1000-160.txt,"october 2, 1986",NICHOLAS KALDOR IS DEAD AT 78,NICHOLAS KALDOR IS DEAD AT 78; BRITISH PRO-LABOR ECONOMIST,448,517,275
Indobit-A-NYT1985 - April 1 - June 30-14.txt,"april 3, 1985",Bowman Gray 3d Dead at 46,Bowman Gray 3d Dead at 46; Former Head of Grand Union,166,192,109
Indobit-A-NYT1984_1001-1500-193.txt,"october 12, 1984",,,193,225,121
Indobit-A-NYT1984_1-500-92.txt,"january 21, 1984",EDWARD L. HYMAN DIES AT 89,EDWARD L. HYMAN DIES AT 89; ACTIVE IN THEATER FOR 50 YEARS,131,143,91
Indobit-A-NYT1985 - July 1 - Sep 30-247.txt,"august 18, 1985",GEORGE WEISS IS DEAT AT 90,GEORGE WEISS IS DEAT AT 90; LED BACHE & CO. FOR 4 YEARS,149,175,103
Indobit-A-NYT1981 - Oct 1 - Dec 31-420.txt,"december 26, 1981",WILLIAM P. GWINN IS DEAD AT 74,WILLIAM P. GWINN IS DEAD AT 74; EX-HEAD OF UNITED AIRCRAFT CORP.,454,475,246
Indobit-A-NYT1984_501-1000-59.txt,"may 8, 1984",Marvin Israel Is Dead at 61,Marvin Israel Is Dead at 61; An Art Director and Painter,159,178,101
Indobit-A-NYT1980_1-500-166.txt,"july 12, 1980",Bennet M. Blumenthal Dies at 91,Bennet M. Blumenthal Dies at 91; A Retired New York Trial Lawyer,104,103,69
Indobit-A-NYT1983 - Oct 1 - Dec 31-35.txt,"october 7, 1983",Louis Vaczek Is Dead at 69,Louis Vaczek Is Dead at 69; Novelist and Science Editor,176,217,118
Indobit-A-NYT1981 - Jan 1 - March 31-351.txt,"march 15, 1981",Jacob Oleiski Dies at 80,Jacob Oleiski Dies at 80; Led Israeli ORT Schools,221,235,127
Indobit-A-NYT1984_1-500-450.txt,"april 12, 1984",,,249,281,150
Indobit-A-NYT1982_1001-1500-252.txt,"october 18, 1982",Youssef Wahby Dead at 82,Youssef Wahby Dead at 82; Dean of the Egyptian Stage,107,124,78
Indobit-A-NYT1986_501-1000-250.txt,"october 23, 1986",MARSHAL YE JIANYING DIES AT 90,MARSHAL YE JIANYING DIES AT 90; HAD BEEN CHINA'S HEAD OF STATE,831,957,428
Indobit-A-NYT1983 - April 1 - June 30-142.txt,"may 3, 1983",NORM VAN BROCKLIN IS DEAD AT 57,NORM VAN BROCKLIN IS DEAD AT 57; STAR QUARTERBACK IN HALL OF FAME,470,539,280
Indobit-A-NYT1982_501-1000-417.txt,"august 3, 1982",,,435,490,273
Indobit-A-NYT1986_1501-1568-23.txt,"december 26, 1986",Pete Crivaro Is Dead at 73,Pete Crivaro Is Dead at 73; Des Moines Mayor in 2 Terms,170,202,121
Indobit-A-NYT1982_1-500-196.txt,"february 9, 1982",JOHN HAY WHITNEY DIES AT 77,JOHN HAY WHITNEY DIES AT 77; PUBLISHER LED IN MANY FIELDS,2480,2638,1101
Indobit-A-NYT1983 - April 1 - June 30-210.txt,"may 16, 1983","Correction Appended Rodolfo Gucci Is Dead at 71","Correction Appended Rodolfo Gucci Is Dead at 71; Brother in Leather Goods Firm",126,155,102
Indobit-A-NYT1985 - Oct 1 - Dec 31-269.txt,"november 30, 1985",Richard Price Is Dead at 55,Richard Price Is Dead at 55; Helped Found Esalen Center,104,131,83
Indobit-A-NYT1980_1-500-143.txt,"july 7, 1980",Robert Burton Tator Dies at 55,Robert Burton Tator Dies at 55; A Winner of Many Bridge Titles,184,204,120
Indobit-A-NYT1986_501-1000-169.txt,"october 4, 1986",VINCE DiMAGGIO IS DEAD AT 74,VINCE DiMAGGIO IS DEAD AT 74,164,194,110
Indobit-A-NYT1986_501-1000-254.txt,"october 24, 1986",PAUL E. BROPHY IS DEAD AT 49,PAUL E. BROPHY IS DEAD AT 49; TESTED RULE ON RIGHT TO DIE,448,497,263
Indobit-A-NYT1984_1-500-287.txt,"march 5, 1984",,,215,240,117
Indobit-A-NYT1984_1-500-199.txt,"february 16, 1984",One of the McCoys Dies at 99,One of the McCoys Dies at 99,198,229,141
Indobit-A-NYT1981 - July 1 - Sep 30-131.txt,"july 28, 1981",LORD WIDGERY IS DEAD AT 70,LORD WIDGERY IS DEAD AT 70; TOP BRITISH JUDGE UNTIL 1980,534,574,300
Indobit-A-NYT1982_1001-1500-19.txt,"august 25, 1982",KAZUO IWAMA DEAD AT 63,KAZUO IWAMA DEAD AT 63; WAS PRESIDENT OF SONY,362,372,195
Indobit-A-NYT1982_1001-1500-216.txt,"october 11, 1982",PERCY CHUBB 2D,"PERCY CHUBB 2D, 73; INSURANCE EXECUTIVE AND A BANK DIRECTOR",344,394,193
Indobit-A-NYT1986_501-1000-82.txt,"september 12, 1986",Herman Maril Is Dead at 77,Herman Maril Is Dead at 77; Landscape Artist and Teacher,182,214,119
Indobit-A-NYT1984_1001-1500-331.txt,"november 10, 1984",GEN THOMAS SANDS A HIGH U.S. OFFICER IN EUROPE IN 1960,GEN THOMAS SANDS A HIGH U.S. OFFICER IN EUROPE IN 1960'S,273,299,161
Indobit-A-NYT1983 - July 1 - Sep 30-141.txt,"august 4, 1983",CAROLYN JONES IS DEAD AT 50,CAROLYN JONES IS DEAD AT 50; A TV ACTRESS,291,348,190
Indobit-A-NYT1981 - Jan 1 - March 31-324.txt,"march 10, 1981",DR. MARJORIE NICOLSON DIES AT 87,DR. MARJORIE NICOLSON DIES AT 87; SMITH COLLEGE DEAN FOR 11 YEARS,357,365,195
Indobit-A-NYT1983 - July 1 - Sep 30-305.txt,"september 10, 1983",Dr. Morris Kaplan Dies at 83,Dr. Morris Kaplan Dies at 83; Radiation Therapy Specialist,153,162,91
Indobit-A-NYT1980_1-500-247.txt,"august 1, 1980",BOBBY VAN DEAD ON COAST AT 47,"BOBBY VAN DEAD ON COAST AT 47; STAGE, FILMS AND TV ENTERTAINER",749,868,429
Indobit-A-NYT1982_1-500-47.txt,"january 11, 1982",,,344,420,238
Indobit-A-NYT1985 - April 1 - June 30-268.txt,"june 8, 1985",HENRY LEE MOON DEAD AT 84,HENRY LEE MOON DEAD AT 84; EX-N.A.A.C.P. SPOKESMAN,321,368,195
Indobit-A-NYT1985 - April 1 - June 30-252.txt,"june 4, 1985",Roy Richards Is Dead at 73,Roy Richards Is Dead at 73; Founded Southwire Company,219,250,145
Indobit-A-NYT1983 - Jan 1 - March 31-294.txt,"february 26, 1983",TENNESSEE WILLIAMS IS DEAD HERE AT 71,TENNESSEE WILLIAMS IS DEAD HERE AT 71,2376,2813,1100
Indobit-A-NYT1982_1001-1500-209.txt,"october 9, 1982",LORD NOEL-BAKER DIES AT 92,LORD NOEL-BAKER DIES AT 92; WINNER OF NOBEL PRIZE,443,484,246
Indobit-A-NYT1984_501-1000-309.txt,"july 8, 1984",A,A,234,284,149
Indobit-A-NYT1983 - April 1 - June 30-89.txt,"april 21, 1983",THE 9TH EARL OF BUCKINGHAM,THE 9TH EARL OF BUCKINGHAM,204,247,141
Indobit-A-NYT1982_1001-1500-4.txt,"august 21, 1982",,,390,446,238
Indobit-A-NYT1982_1001-1500-112.txt,"september 16, 1982",GHOTBZADEH,"GHOTBZADEH, EX-FOREIGN MINISTER, EXECUTED IN IRAN",793,780,375
Indobit-A-NYT1982_1-500-131.txt,"january 26, 1982",TANIA,"TANIA, 58, DESIGNED PAINTINGS ON CITY WALLS",328,354,195
Indobit-A-NYT1986_501-1000-44.txt,"september 4, 1986",EARL B. DICKERSON DIES AT 95,EARL B. DICKERSON DIES AT 95; LAWYER AND RIGHTS ADVOCATE,435,463,237
Indobit-A-NYT1982_501-1000-115.txt,"may 15, 1982",TOM WEATHERLY IS DEAD AT 83,TOM WEATHERLY IS DEAD AT 83,216,233,141
Indobit-A-NYT1987 - April 1 - June 30-39.txt,"april 9, 1987",Archbishop Kevin McNamara Of Dublin Is Dead at Age 60,Archbishop Kevin McNamara Of Dublin Is Dead at Age 60,151,163,102
Indobit-A-NYT1986_1-500-277.txt,"march 8, 1986",JACOB JAVITS DIES IN FLORIDA AT 81,JACOB JAVITS DIES IN FLORIDA AT 81: 4-TERM SENATOR FROM NEW YORK,5178,5923,1987
Indobit-A-NYT1981 - Oct 1 - Dec 31-73.txt,"october 14, 1981",JOHN W. MECOM SR. IS DEAD AT 70,JOHN W. MECOM SR. IS DEAD AT 70; TEXAN WAS GIANT AMONG OILMEN,775,870,394
Indobit-A-NYT1986_1-500-211.txt,"february 19, 1986",PAUL STEWART IS DEAD AT 77,"PAUL STEWART IS DEAD AT 77; STAGE, SCREEN AND TV ACTOR",342,421,229
Indobit-A-NYT1984_1001-1500-187.txt,"october 11, 1984",Dr.WilliamD.ArnoldIsDead,Dr.WilliamD.ArnoldIsDead; Orthopedic Specialist in City,166,188,92
Indobit-A-NYT1982_501-1000-269.txt,"june 25, 1982",Golf P. Bronisch Dies at 81,Golf P. Bronisch Dies at 81; Shipping and Marketing Aide,184,192,110
Indobit-A-NYT1983 - Oct 1 - Dec 31-344.txt,"december 16, 1983",Russell ,"Russell (Big Chief) Moore; A Trombonist in Big Bands",155,190,101
Indobit-A-NYT1986_1001-1500-25.txt,"may 4, 1986",WILLIAM E. DOYLE DIES AT 75,WILLIAM E. DOYLE DIES AT 75; JUDGE IN DENVER BUSING CASE,335,382,195
Indobit-A-NYT1984_1-500-333.txt,"march 15, 1984",JAMES J. WADSWORTH DIES AT 78,JAMES J. WADSWORTH DIES AT 78; HEADED U.S. DELEGATION TO U.N.,734,790,401
Indobit-A-NYT1985 - April 1 - June 30-255.txt,"june 4, 1985",LORD GEORGE-BROWN IS DEAD AT 70,LORD GEORGE-BROWN IS DEAD AT 70; CANDID BRITISH FOREIGN SECRETARY,625,718,357
Indobit-A-NYT1985 - April 1 - June 30-261.txt,"june 6, 1985",Norman Macleod Dead at 78,Norman Macleod Dead at 78; Author of Novels and Poetry,174,206,117
Indobit-A-NYT1983 - July 1 - Sep 30-294.txt,"september 7, 1983",DArofHospital,DArofHospital,179,211,118
Indobit-A-NYT1980_1-500-6.txt,"june 4, 1980",,,230,261,146
Indobit-A-NYT1981 - July 1 - Sep 30-193.txt,"august 11, 1981",ALVIN L.FELDMAN DEAD AT 53,ALVIN L.FELDMAN DEAD AT 53; HEAD OF CONTINENTAL AIR LINES,461,470,258
Indobit-A-NYT1984_501-1000-415.txt,"august 1, 1984",HelenW.Cranmer,"HelenW.Cranmer,88; A New York Journalist",192,230,128
Indobit-A-NYT1986_1001-1500-151.txt,"june 5, 1986",Alf Gundersen Is Dead at 87,Alf Gundersen Is Dead at 87; Developed Prostate Surgery,146,174,110
Indobit-A-NYT1986_1-500-451.txt,"april 16, 1986",Megan Lawrence Dies at 40,Megan Lawrence Dies at 40; An Architect and a Professor,228,250,135
Indobit-A-NYT1985 - Oct 1 - Dec 31-380.txt,"december 26, 1985",GEORGE KONDOLF IS DEAD AT 85,GEORGE KONDOLF IS DEAD AT 85; THEATER AND RADIO PRODUCER,412,463,228
Indobit-A-NYT1987 - Jan 1 - March 31-264.txt,"march 5, 1987",Rafael M. Salas Dies at Age 58,Rafael M. Salas Dies at Age 58; Headed U.N. Population Agency,541,584,294
Indobit-A-NYT1983 - Oct 1 - Dec 31-143.txt,"october 29, 1983",OTTO MESSMER IS DEAD AT 91,OTTO MESSMER IS DEAD AT 91; CREATED 'FELIX THE CAT' FLIMS,438,507,247
Indobit-A-NYT1983 - April 1 - June 30-313.txt,"june 4, 1983",John E. Allison Is Dead at 36,John E. Allison Is Dead at 36; A Rockland County Legislator,106,121,67
Indobit-A-NYT1982_1-500-165.txt,"february 3, 1982",David F. Smith Is Dead at 84,David F. Smith Is Dead at 84;,156,175,96
Indobit-A-NYT1981 - Jan 1 - March 31-332.txt,"march 11, 1981",Mana-Zucca Cassel Dead at 89,Mana-Zucca Cassel Dead at 89; Composed the Song 'I Love Life',195,212,126
Indobit-A-NYT1986_501-1000-174.txt,"october 6, 1986",Henry N. Wright Dies at 76,Henry N. Wright Dies at 76; Ex-Professor of Architecture,226,262,147
Indobit-A-NYT1983 - July 1 - Sep 30-381.txt,"september 29, 1983",Edwin R. Wolfe Is Dead at 90,"Edwin R. Wolfe Is Dead at 90; Active in Radio, Stage and TV",235,278,164
Indobit-A-NYT1984_1001-1500-204.txt,"october 16, 1984",George ,"George (High Pockets) Kelly,Made Baseball Hall of Fame",125,161,98
Indobit-A-NYT1981 - July 1 - Sep 30-21.txt,"july 6, 1981",YEVGENY KHARITONOV DIES AT 40,"YEVGENY KHARITONOV DIES AT 40, WAS NONCONFORMIST SOVIET WRITER",620,658,332
Indobit-A-NYT1981 - Jan 1 - March 31-349.txt,"march 15, 1981",ROBERT PETE WILLIAMS DIES AT 66,ROBERT PETE WILLIAMS DIES AT 66; LOUISIANA COUNTRY BLUES SINGER,432,497,279
Indobit-A-NYT1983 - Oct 1 - Dec 31-18.txt,"october 4, 1983",,,126,139,85
Indobit-A-NYT1983 - Jan 1 - March 31-365.txt,"march 13, 1983",Dr. Jean Hytier Is Dead at 84,Dr. Jean Hytier Is Dead at 84; Expert on French Literature,189,222,110
Indobit-A-NYT1987 - Jan 1 - March 31-328.txt,"march 21, 1987",Youngman,Youngman's Wife Dies,102,129,84
Indobit-A-NYT1984_1001-1500-157.txt,"october 3, 1984",Billy Goodman Is Dead at 58,Billy Goodman Is Dead at 58;A Batting Champion in 1950,178,228,126
Indobit-A-NYT1983 - April 1 - June 30-109.txt,"april 26, 1983",John B. Danby Is Dead at 82,John B. Danby Is Dead at 82; Editor of Good Housekeeping,153,180,97
Indobit-A-NYT1983 - Oct 1 - Dec 31-381.txt,"december 26, 1983",DR. RICHARD L. GREENE DIES AT 79,DR. RICHARD L. GREENE DIES AT 79; EXPERT ON ENGLISH MIDIEVAL CAROLS,331,373,197
Indobit-A-NYT1980_1-500-453.txt,"september 25, 1980",Lorence A. Silverberg Dies at 66,Lorence A. Silverberg Dies at 66; Chief Executive at McCrory Corp.,250,248,122
Indobit-A-NYT1987 - Jan 1 - March 31-327.txt,"march 21, 1987",Wolfgang Zuelzer Dies at 77,"Wolfgang Zuelzer Dies at 77, Ex-Health Institutes Official",133,150,93
Indobit-A-NYT1984_1-500-420.txt,"april 5, 1984",,,213,235,135
Indobit-A-NYT1980_501-904-36.txt,"october 21, 1980",EDWIN WAY TEALE IS DEAD AT 81,EDWIN WAY TEALE IS DEAD AT 81;WON PULITZER FOR STUDY OF WINTER,969,1090,536
Indobit-A-NYT1986_1-500-489.txt,"april 24, 1986",CHARLES ,CHARLES (CLIFF) FINCH DIES AT 59; GOVERNOR OF MISSISSIPPI IN 1970's,468,513,269
Indobit-A-NYT1986_501-1000-14.txt,"august 28, 1986",CYNTHIA C. WEDEL DIES AT 77,CYNTHIA C. WEDEL DIES AT 77; EX-HEAD OF CHURCH COUNCIL,549,612,305
Indobit-A-NYT1980_1-500-63.txt,"june 19, 1980",Joseph J. McLaughlin Dies at 71,Joseph J. McLaughlin Dies at 71; Former New York Police Official,118,127,78
Indobit-A-NYT1984_501-1000-267.txt,"june 26, 1984",WILLIAM KEIGHLEY DIES AT 94,WILLIAM KEIGHLEY DIES AT 94; THEATER AND MOVIE DIRECTOR,400,471,246
Indobit-A-NYT1987 - April 1 - June 30-83.txt,"april 19, 1987",,,418,534,274
Indobit-A-NYT1984_501-1000-461.txt,"august 13, 1984",John S. Edwards Dies at 72,John S. Edwards Dies at 72; Chicago Symphony Manager,135,146,88
Indobit-A-NYT1981 - Oct 1 - Dec 31-404.txt,"december 23, 1981",Robert W. Potter Dead at 85,Robert W. Potter Dead at 85; A Former Reporter for Times,141,158,100
Indobit-A-NYT1985 - Oct 1 - Dec 31-363.txt,"december 21, 1985",JACK M. RUBY IS DEAD AT 93,JACK M. RUBY IS DEAD AT 93; FOUNDER OF APPAREL CONCERN,196,232,133
Indobit-A-NYT1981 - April 1 - June 30-29.txt,"april 5, 1981",Maria Pertini Tonna Dies at 82,Maria Pertini Tonna Dies at 82; The Sister of the Italian President,134,154,97
Indobit-A-NYT1981 - Jan 1 - March 31-309.txt,"march 6, 1981",,,297,341,164
Indobit-A-NYT1986_501-1000-151.txt,"september 30, 1986",George R. Cooley Dies at 90,George R. Cooley Dies at 90; Established Professorships,190,216,130
Indobit-A-NYT1984_1-500-93.txt,"january 21, 1984",KNIGHT WOOLLEY IS DEAD AT 88,KNIGHT WOOLLEY IS DEAD AT 88; LONGTIME BANKER ON WALL ST.,303,347,184
Indobit-A-NYT1984_1001-1500-66.txt,"september 11, 1984",Vladimir Selinsky Dies at 74,Vladimir Selinsky Dies at 74;TV Conductor and Composer,169,199,117
Indobit-A-NYT1984_1001-1500-115.txt,"september 23, 1984",MARIE LA GUARDIA IS DEAD AT AGE OF 89,MARIE LA GUARDIA IS DEAD AT AGE OF 89; WAS MAYOR'S WIDOW,340,404,211
Indobit-A-NYT1987 - April 1 - June 30-357.txt,"june 18, 1987",DICK HOWSER DIES AT 51,DICK HOWSER DIES AT 51; EX-MANAGER OF ROYALS,979,1142,479
Indobit-A-NYT1987 - April 1 - June 30-188.txt,"may 14, 1987",RICHARD ELLMANN DIES AT 69,RICHARD ELLMANN DIES AT 69; EMINENT JAMES JOYCE SCHOLAR,852,970,495
Indobit-A-NYT1984_501-1000-49.txt,"may 5, 1984",,,210,230,121
Indobit-A-NYT1983 - July 1 - Sep 30-338.txt,"september 17, 1983",Symbol of Depression Dies at the Age of 79,Symbol of Depression Dies at the Age of 79,206,245,156
Indobit-A-NYT1982_1001-1500-408.txt,"november 20, 1982",OBITUARY,"OBITUARY; JO W. SAXE, 57, AN ECONOMIST AND OFFICIAL OF WORLD BANK",383,381,181
Indobit-A-NYT1985 - July 1 - Sep 30-53.txt,"july 11, 1985",SIMON KUZNETS IS DEAD AT 84,SIMON KUZNETS IS DEAD AT 84; NOBEL LAUREATE IN ECONOMICS,568,612,307
Indobit-A-NYT1984_1501-1563-7.txt,"december 20, 1984",Rolf Tietgens Is Dead at 73,Rolf Tietgens Is Dead at 73;German-Born Photographer,165,180,96
Indobit-A-NYT1983 - April 1 - June 30-110.txt,"april 26, 1983",Fred C. Lowenfels Dies at 66,Fred C. Lowenfels Dies at 66; Headed Hotel Bar Foods Inc.,146,175,96
Indobit-A-NYT1982_1-500-156.txt,"january 31, 1982",STANLEY HOLLOWAY IS DEAD AT 91,STANLEY HOLLOWAY IS DEAD AT 91; ALFRED DOOLITTLE IN 'MY FAIR LADY',650,728,350
Indobit-A-NYT1981 - Oct 1 - Dec 31-76.txt,"october 15, 1981",,,188,219,124
Indobit-A-NYT1985 - Jan 1 - March 31-42.txt,"january 9, 1985",LENGTH,"LENGTH: 133 words Kenneth F. Hartman, associate counsel of the New York State Comptroller's office, died Thursday at Mount Sinai Hospital in Miami, where he had gone for tests. The cause of death has not been established. He was 49 years old and lived in Delmar, N.Y. Mr. Hartman joined the Comptroller's office in 1975. From 1966 to 1967 he had been a law secretary in Civil Court in New York City, and in 1968 he became an assistant corporation counsel in the New York City Law Department. In 1977 he became director of the local finance project of the City Bar Association. He is survived by his wife, the former Mary Catherine Pollen; two sons, Theodore and Andrew, and a daughter, Catherine, all of Delmar; his mother, May W. Hartman of Miami Beach, and a sister, Alicia Ashe of Chapel Hill, N.C. COUNTRY: UNITED STATES(91%); STATE: NEW YORK, USA(91%);FLORIDA, USA(88%);NORTH CAROLINA, USA(79%); CITY: NEW YORK, NY, USA(91%);MIAMI, FL, USA(88%); GEOGRAPHIC: UNITED STATES(91%);NEW YORK, USA(91%);FLORIDA, USA(88%); NORTH CAROLINA, USA(79%);NEW YORK, NY, USA(91%);MIAMI, FL, USA(88%); SUBJECT: DEATHS & OBITUARIES(93%);GOVERNMENT CONTROLLERS & AUDITORS(90%); PUBLIC FINANCE(88%);ASSOCIATIONS & ORGANIZATIONS(67%); LANGUAGE: ENGLISH TYPE: Obituary",133,163,101
Indobit-A-NYT1983 - Oct 1 - Dec 31-15.txt,"october 4, 1983",Unsuspecting Poisoner of 47 At a Hospital in 1942 Is Dead,Unsuspecting Poisoner of 47 At a Hospital in 1942 Is Dead,155,172,112
Indobit-A-NYT1985 - April 1 - June 30-95.txt,"april 23, 1985",Irving Mills Dies at 91,Irving Mills Dies at 91; Jazz Music Publisher,238,281,161
Indobit-A-NYT1986_1001-1500-221.txt,"june 25, 1986",AppendedJuly 2,"AppendedJuly 2, 1986, Wednesday, Late City Final Edition MORRIS KIRSCH IS DEAD AT 79; HEADED NO-CAL SOFT DRINKS",422,485,272
Indobit-A-NYT1980_501-904-291.txt,"december 11, 1980",W.D. ,W.D. (ROSY) RYAN,124,144,88
Indobit-A-NYT1981 - Jan 1 - March 31-211.txt,"february 13, 1981",6 TEXASGULF EXECUTIVES VICTIMS OF PLANE CRASH,"6 TEXASGULF EXECUTIVES VICTIMS OF PLANE CRASH: CLARENCE E. DREW, 55,",150,131,86
Indobit-A-NYT1982_1001-1500-180.txt,"october 2, 1982",Anthony J. Cafiero Dies at 82,Anthony J. Cafiero Dies at 82; Judge and Legislator in Jersey,193,212,116
Indobit-A-NYT1984_1-500-212.txt,"february 18, 1984",THOMAS E. ROHAN DIES AT 78,THOMAS E. ROHAN DIES AT 78; LED STATE LIQUOR AUTHORITY,326,380,198
Indobit-A-NYT1984_1501-1563-34.txt,"december 28, 1984",,,128,154,85
